Carimbo de data/hora,Qual sua atividade atual na UFPR (relacionada à presença nesta disciplina)?,Qual o Setor de atuação/estudo na UFPR?  ,Em qual ano você concluiu sua graduação?,Em qual instituição você concluiu sua graduação?,De quais programas na graduação você participou?,"Se você já concluiu o mestrado, qual o ano de início do mestrado?",Qual o ano de conclusão do seu mestrado?,Em qual instituição você fez seu mestrado?,Quantos artigos (com qualis) você já publicou?,Você é bolsista remunerado de algum programa?,Quantas disciplinas de Estatística você cursou na graduação?,Quantas disciplinas diferentes de Estatística vc cursou na pós-graduação (mestrado + doutorado) no total? ,Já utilizou algum software estatístico?,Qual(is) software(s) estatístico(s) você usa ou já usou?,Você vai utilizar métodos estatísticos na sua Pós-Graduação/Pesquisa?,Qual a importância que você atribui à Estatística no seu trabalho de Pós-Graduação/Pesquisa? ,Qual das seguintes categorias descreve melhor sua situação de emprego?,Sexo,Quantos irmãos você tem?,Qual a sua origem?,Você mora,Qual seu meio de transporte predominante para ir para Universidade?,Possui habilitação para dirigir? Qual categoria?,"Em média, quanto tempo você demora para chegar a Universidade?",Qual a sua altura?,Qual o seu peso?,Possui animal de estimação?,Toca algum instrumento musical?,Qual a data do seu nascimento?,De quais redes sociais você participa?,"Em média, quantas vezes você usa táxi/aplicativo de transporte durante o mês?",Você é o provedor da conta de NETFLIX da sua família/amigos?,O arroz do Natal tem que ser,Quantos anos você acha que a pessoa da foto abaixo tem?,"Se você está fazendo Pós-Graduação, qual a sua principal expectativa após a conclusão?",Como tomou conhecimento da Disciplina Transversal?,"Após se matricular no SIGA, você assistiu algum vídeo da Disciplina no YouTube? ",Tem/teve contato ou conhecimento sobre o Prof. Coordenador da Disciplina (Paulo Justiniano)?,"Tem/teve contato ou conhecimento sobre o(s) prof(s). colaboradores da disciplina (Paulo Afonso, Walmes, Fernando Mayer, Cesar)?"
11/03/2019 10:05:53,Mestrado Acadêmico,ET - Exatas,2009,UFPR,Iniciação científica,,,,0,Não,1,3,Sim,Excel,Definitivamente não,7,Trabalho com carteira assinada/Vínculo Formal,Feminino,3,Curitiba ou região metropolitana,Com o namorado(a)/noivo(a)/cônjuge,Carro/moto próprio,B (carro),40,160,82,cachorro,Não,08/03/1980,"Facebook, Google+, Instagram, Linkedin",2,Sim,sem uvas passas,50,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Eu vi no site do SIGA e me interessei,Não,Não,Não
11/03/2019 10:20:26,Mestrado Acadêmico,AG - Agrárias,2018,UFPR,"Iniciação científica, Monitoria, Bolsista de (algum outro) projeto",,,,0,Fundação Araucária,3,0,Sim,"R, Statistica, Excel",Certamente sim,9,Trabalho ocasional,Feminino,3,Outro Estado,Sozinho,Bicicleta,A e B (moto e carro),25,177,80,Não,Não,23/06/1993,,2,Não tenho conta no NETFLIX,tanto faz.,30,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Eu vi no site do SIGA e me interessei,Sim,Não,Não
11/03/2019 10:27:09,Mestrado Acadêmico,SD - Saúde,2015,UNICENTRO,Iniciação científica,,,,0,Não,1,0,Sim,Statistica,Certamente sim,9,Trabalho com carteira assinada/Vínculo Formal,Feminino,2,Interior do Paraná,Com o namorado(a)/noivo(a)/cônjuge,Serviço fretado de van/ônibus,A e B (moto e carro),150,164,72,GATO,Não,10/06/1993,"Facebook, Instagram",1,Sim,sem uvas passas,58,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Por ex-alunos da Disciplina,Não,Não,Não
11/03/2019 10:33:35,Mestrado Acadêmico,CH - Humanas,2011,UFPR,"Iniciação científica, Monitoria",2018,,UFPR,0,Não,1,0,Sim,Excel,Certamente sim,10,Trabalho por contrato,Feminino,1,Curitiba ou região metropolitana,Com o namorado(a)/noivo(a)/cônjuge,Carro/moto próprio,B (carro),20,166,64,Cachorro,Não,04/06/1987,"Facebook, Instagram",0,Não,sem uvas passas,48,,Eu vi no site do SIGA e me interessei,Não,Não,Não
11/03/2019 10:45:01,Doutorado,ET - Exatas,2011,UTFPR,,2015,2017,UTFPR,01,Não,1,1,Sim,Excel,Certamente sim,10,Trabalho com carteira assinada/Vínculo Formal,Feminino,1,Curitiba ou região metropolitana,Com o namorado(a)/noivo(a)/cônjuge,Carro/moto próprio,A (moto),30,161,69,cachorro,Não,03/11/1987,"Facebook, Instagram",4,Sim,com uvas passas,35,Carreira academica,Eu vi no site do SIGA e me interessei,Não,Não,Não
11/03/2019 11:00:35,Mestrado Acadêmico,BL - Ciências Biológicas,2018,Universidade tuiuti do Paraná ,"Iniciação científica, Monitoria",,,,0,CAPES,0,0,Não,Excel,Certamente sim,10,Bolsista em tempo integral,Feminino,1,Curitiba ou região metropolitana,Com os pais,Carro/moto próprio,B (carro),20,168,57,Cachorro ,Não,07/03/2019,"Facebook, Google+, Instagram, Linkedin, Outras",5,Sim,com uvas passas,42,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Site da UFPR,Não,Não,Não
11/03/2019 11:42:31,Mestrado Acadêmico,CH - Humanas,2017,UFPR,Bolsista de (algum outro) projeto,,2019,UFPR,1,CAPES,2,7,Sim,Statistica,Certamente sim,10,Bolsista em tempo integral,Feminino,3,Outro País,Sozinho,A pé,B (carro),20,168,63,cachorro,Não,18/08/1985,,15,Sim,com uvas passas,56,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Pelo meu/minha orientador/orientadora,Não,Não,Não
11/03/2019 11:21:11,Mestrado Acadêmico,AG - Agrárias,2016,UFPR,Iniciação científica,,,,0,Não,1,0,Sim,Excel,Certamente sim,10,Trabalho com carteira assinada/Vínculo Formal,Masculino,2,Curitiba ou região metropolitana,Com o namorado(a)/noivo(a)/cônjuge,Transporte público,B (carro),50,180,78,Não,Violão,31/07/1989,"Facebook, Twitter, Instagram, Linkedin",20,Sim,com uvas passas,45,Aumento salarial e oportunidades mais promissoras.,Eu vi no site do SIGA e me interessei,Não,Não,Não
11/03/2019 14:33:10,Mestrado Acadêmico,ET - Exatas,1998,UFPR,Iniciação científica,,,,0,Não,2,0,Sim,"Minitab, Excel",Certamente sim,7,Trabalho com carteira assinada/Vínculo Formal,Masculino,1,Outro Estado,Com o namorado(a)/noivo(a)/cônjuge,Carro/moto próprio,B (carro),300,191,101,Não,Não,26/03/1975,Linkedin,0,Sim,com uvas passas,48,doutorado,Pelo meu/minha orientador/orientadora,Não,Não,Não
11/03/2019 14:44:01,Doutorado,SD - Saúde,1997,UFPR,Iniciação científica,1998,2000,UFRGs,01,Não,0,0,Não,nenhum,Certamente sim,10,Militar farmacêutica exército,Feminino,01,Curitiba ou região metropolitana,Com o namorado(a)/noivo(a)/cônjuge,Carro/moto próprio,B (carro),15,173,70,cachorro,Não,27/05/1975,"Facebook, Instagram",02,Não,tanto faz.,35,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Eu vi no site do SIGA e me interessei,Não,Não,Não
11/03/2019 15:31:42,Doutorado,AG - Agrárias,2021,UFPR,,2015,2017,University of Bahri,8,CAPES,2,1,Sim,"SPSS, Epi-Info",Certamente sim,10,Bolsista em tempo integral,Masculino,3,Outro País,"Pensão, quarto alugado ou algo similar",A pé,B (carro),20,172,60,Não,Não,02/05/1988,"Facebook, Google+, Instagram, Linkedin, Outras",9,Não tenho conta no NETFLIX,tanto faz.,55,Aumento salarial e oportunidades mais promissoras.,Eu vi no site do SIGA e me interessei,Sim,Não,Não
11/03/2019 15:53:23,Mestrado Acadêmico,BL - Ciências Biológicas,2010,Universidade de Passo Fundo,"Iniciação científica, Bolsista de (algum outro) projeto, Pibid",,,,0,CAPES,0,3,Sim,"R, Excel",Certamente sim,10,Bolsista em tempo integral,Feminino,2,Outro Estado,"Pensão, quarto alugado ou algo similar",A pé,Não,10,160,50,gato; cachorro,Não,21/08/1991,"Facebook, Instagram",10,Não,tanto faz.,50,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Por alguma página institucional da UFPR na mídia social,Não,Não,Não
11/03/2019 16:18:58,Doutorado,SD - Saúde,2010,UFPEL,"Iniciação científica, Bolsista de (algum outro) projeto",2010,2012,UFSC,12,Não,1,3,Sim,"Excel, STATA",Certamente sim,10,Trabalho por contrato,Feminino,2,Interior do Paraná,Com outros familiares,Carro/moto próprio,B (carro),10,152,61,Não,Não,26/05/1986,"Facebook, Instagram",1,Sim,com uvas passas,47,PASSAR NUM CONCURSO,Eu vi no site do SIGA e me interessei,Não,Não,Não
11/03/2019 16:23:21,Doutorado,SD - Saúde,2005,Universidade Estadual de Maringá,"Iniciação científica, Monitoria",2008,2010,UNESP,7,Não,20,8,Sim,"R, Minitab, Statistica, SPSS, Excel",Certamente sim,10,Trabalho com carteira assinada/Vínculo Formal,Masculino,1,Interior do Paraná,Com o namorado(a)/noivo(a)/cônjuge,Carro/moto próprio,B (carro),30,173,71,Cachorro,Não,29/10/1983,"Facebook, Google+, Instagram, Linkedin",0,Não tenho conta no NETFLIX,sem uvas passas,45,Aumento salarial e oportunidades mais promissoras.,Diretora do Campus,Não,Não,Não
11/03/2019 20:52:45,Mestrado Profisional,TC - Tecnologia,2010,PUCPR,Iniciação científica,,,,0,Não,1,3,Sim,Excel,Certamente sim,10,Trabalho com carteira assinada/Vínculo Formal,Masculino,2,Outro Estado,Sozinho,Transporte público,B (carro),45,167,93,Não,Não,15/03/1988,"Facebook, Linkedin",10,Sim,sem uvas passas,41,Aumento salarial e oportunidades mais promissoras.,Eu vi no site do SIGA e me interessei,Não,Não,Não
11/03/2019 22:02:03,Mestrado Acadêmico,SD - Saúde,2007,UFPR,"Monitoria, Bolsista de (algum outro) projeto",,,,1,Não,0,1,Sim,SPSS,Certamente sim,10,Trabalho com carteira assinada/Vínculo Formal,Feminino,2,Interior do Paraná,Com o namorado(a)/noivo(a)/cônjuge,Carro/moto próprio,B (carro),10,159,71,Não,Não,09/07/1985,"Facebook, Instagram",0,Não,com uvas passas,45,Aumento salarial e oportunidades mais promissoras.,Eu vi no site do SIGA e me interessei,Não,Não,Não
11/03/2019 22:02:06,Mestrado Acadêmico,SD - Saúde,2016,UFPR,Iniciação científica,,,,1,CAPES,0,1,Sim,"SPSS, Excel",Certamente sim,10,Bolsista em tempo integral,Feminino,1,Curitiba ou região metropolitana,Com os pais,Carro/moto próprio,B (carro),30,170,60,cachorro,guitarra; violão; piano,26/04/1993,Instagram,4,Não,com uvas passas,45,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Pelo meu/minha orientador/orientadora,Não,Não,Não
11/03/2019 23:24:28,Doutorado,SD - Saúde,1999,Unifil,,2014,2016,UFPR,0,CAPES,0,1,Sim,"SPSS, Excel",Certamente sim,10,Trabalho ocasional,Feminino,2,Interior do Paraná,Com o namorado(a)/noivo(a)/cônjuge,Carro/moto próprio,A e B (moto e carro),15,163,53,Não,Não,01/11/1978,"Facebook, Instagram",1,Não,tanto faz.,45,Aumento salarial e oportunidades mais promissoras.,Eu vi no site do SIGA e me interessei,Não,Não,Não
12/03/2019 05:33:33,Professor,BL - Ciências Biológicas,2004,Uem,"Iniciação científica, Bolsista de (algum outro) projeto",2005,2007,UEM,50,CNPQ,2,3,Sim,"R, Statistica, Excel",Certamente sim,10,Trabalho com carteira assinada/Vínculo Formal,Masculino,3,Interior do Paraná,Com o namorado(a)/noivo(a)/cônjuge,Carro/moto próprio,A e B (moto e carro),15,181,85,Cachorro,Violão,22/04/1981,Twitter,2,Sim,tanto faz.,40,,Email da SuCom (Superintendência de Comunicação e Marketing),Não,Sim,Não
12/03/2019 08:48:03,Doutorado,TC - Tecnologia,2014,UFPB,Iniciação científica,2015,2017,UFCG,10,CAPES,2,12,Sim,Excel,Certamente sim,8,Bolsista em tempo integral,Masculino,29,Outro Estado,Com o namorado(a)/noivo(a)/cônjuge,Bicicleta,A e B (moto e carro),30,182,95,"Gato, cachorro",Guitarra,17/11/1989,Facebook,2,Não,com uvas passas,51,Aprimorar os conhecimentos,Eu vi no site do SIGA e me interessei,Não,Não,Não
12/03/2019 12:43:00,Mestrado Acadêmico,SD - Saúde,2007,UFRGS,"Iniciação científica, Bolsista de (algum outro) projeto",,,,0,Não,2,1,Não,SAS,Certamente sim,10,Trabalho com carteira assinada/Vínculo Formal,Masculino,3,Outro Estado,Com o namorado(a)/noivo(a)/cônjuge,A pé,B (carro),18,172,102,Gato,Piano,15/02/1986,"Facebook, Twitter, Instagram, Linkedin",15,Sim,com uvas passas,40,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Eu vi no site do SIGA e me interessei,Não,Não,Não
12/03/2019 13:21:13,Mestrado Acadêmico,SD - Saúde,2016,Uniandrade,,,,,0,Não,1,4,Sim,Excel,Certamente sim,10,Trabalho com carteira assinada/Vínculo Formal,Feminino,1,Curitiba ou região metropolitana,Com os pais,Transporte público,A e B (moto e carro),180,164,56,cachorro,Violão,03/02/1995,,0,Sim,sem uvas passas,45,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Site da UFPR,Não,Não,Não
12/03/2019 14:37:31,Doutorado,ET - Exatas,2012,Universidad Industrial de Santander,,2013,2015,UFRGS,6,CAPES,1,0,Sim,R,Certamente sim,9,Bolsista em tempo integral,Masculino,3,Outro País,"Pensão, quarto alugado ou algo similar",Bicicleta,Não,40,167,75,Não,Não,10/12/1982,Google+,1,Não tenho conta no NETFLIX,tanto faz.,51,Aumento salarial e oportunidades mais promissoras.,Por alguma página institucional da UFPR na mídia social,Sim,Não,Não
12/03/2019 16:09:52,Doutorado,ET - Exatas,2014,UTFPR,Monitoria,2014,2016,UFPR,1,CAPES,1,1,Sim,Excel,Certamente sim,8,Bolsista em tempo integral,Feminino,2,Interior do Paraná,Com o namorado(a)/noivo(a)/cônjuge,Carro/moto próprio,B (carro),20,160,55,Não,Não,11/07/1989,Facebook,0,Não,sem uvas passas,55,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Eu vi no site do SIGA e me interessei,Não,Não,Sim
12/03/2019 17:04:38,Mestrado Acadêmico,SA - Sociais Aplicadas,2015,Ufrrj,Bolsista de (algum outro) projeto,,,UFPR,1,Não,1,0,Não,Não utilizo,Não sei ainda,1,Trabalho com carteira assinada/Vínculo Formal,Feminino,1,Outro Estado,Com os pais,Transporte público,A (moto),180,163,51,Não,Não,01/02/1989,"Facebook, Twitter, Google+, Instagram, Linkedin, Outras",5,Sim,sem uvas passas,40,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Site da UFPR,Não,Não,Não
12/03/2019 17:04:59,Doutorado,SD - Saúde,2014,UFPR,"Iniciação científica, PET, Monitoria",2015,2017,Unicentro,2,Não,0,1,Sim,"SPSS, Excel",Certamente sim,10,Sem emprego,Feminino,0,Interior do Paraná,Sozinho,Carro/moto próprio,B (carro),10,161,56,Não,Não,19/10/1992,"Facebook, Twitter, Instagram, Linkedin",2,Sim,tanto faz.,53,Aumento salarial e oportunidades mais promissoras.,Pelo meu/minha orientador/orientadora,Não,Não,Não
12/03/2019 17:05:57,Mestrado Acadêmico,AG - Agrárias,2018,UNIVASF,"Iniciação científica, Monitoria, Programa Ciência sem Fronteiras",,2020,,1,CAPES,1,0,Não,SPSS,Certamente sim,10,Bolsista em tempo integral,Feminino,2,Outro Estado,Com o namorado(a)/noivo(a)/cônjuge,Transporte público,B (carro),90,173,77,Não,Não,14/11/2019,"Facebook, Instagram, Linkedin",5,Não tenho conta no NETFLIX,com uvas passas,35,Conseguir um emprego.,Eu vi no site do SIGA e me interessei,Não,Não,Não
12/03/2019 17:06:15,Doutorado,CT - Ciências da Terra,2014,UFPR,Iniciação científica,2014,2016,UFPR,2,Não,1,12,Sim,Excel,Certamente sim,8,Trabalho com carteira assinada/Vínculo Formal,Masculino,4,Curitiba ou região metropolitana,Sozinho,Carro/moto próprio,B (carro),10,180,75,Não,violão,07/05/1981,"Facebook, Instagram",1,Sim,tanto faz.,59,Aumento salarial e oportunidades mais promissoras.,Pelos outros professores que ministram/ministraram disciplinas da Transversal,Não,Não,Não
12/03/2019 17:06:18,Doutorado,TC - Tecnologia,2014,UFPR,nenhum,2015,2017,UFPR,01,CAPES,01,01,Não,nenhum,Certamente sim,10,Bolsista em tempo integral,Feminino,01,Interior do Paraná,Com amigos,Carro/moto próprio,B (carro),15,166,61,Não,Não,15/03/1991,"Facebook, Instagram, Linkedin",05,Não,sem uvas passas,52,Aumento salarial e oportunidades mais promissoras.,Eu vi no site do SIGA e me interessei,Não,Não,Sim
12/03/2019 17:06:33,Doutorado,SA - Sociais Aplicadas,2014,Universidade Estadual da Paraíba - UEPB,"Iniciação científica, Monitoria, Bolsista de (algum outro) projeto",2017,2019,Centro Universitário de João Pessoa - UNIPÊ ,2,CAPES,1,0,Sim,"SPSS, Excel",Certamente sim,9,Bolsista em tempo integral,Masculino,0,Outro Estado,"Pensão, quarto alugado ou algo similar",Transporte público,B (carro),20,179,75,Não,Não,12/09/1989,"Twitter, Instagram, Linkedin",10,Sim,sem uvas passas,45,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Eu vi no site do SIGA e me interessei,Sim,Não,Não
12/03/2019 17:07:56,Mestrado Profisional,SD - Saúde,2004,Universidade Federal Fluminense,"Iniciação científica, Monitoria, Bolsista de (algum outro) projeto",,,,0,Não,1,0,Não,Excel,Certamente sim,10,Trabalho com carteira assinada/Vínculo Formal,Masculino,2,Outro Estado,Com o namorado(a)/noivo(a)/cônjuge,Carro/moto próprio,B (carro),15,177,110,2 cachorros,Piano,13/01/1977,"Facebook, Twitter, Instagram",2,Sim,com uvas passas,52,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Eu vi no site do SIGA e me interessei,Não,Não,Não
12/03/2019 17:08:22,Mestrado Acadêmico,SA - Sociais Aplicadas,2017,UNIVERSIDADE ESTÁCIO,,,,,0,Não,2,1,Sim,Excel,Não sei ainda,10,Trabalho com carteira assinada/Vínculo Formal,Masculino,3,Curitiba ou região metropolitana,Com o namorado(a)/noivo(a)/cônjuge,Carro/moto próprio,A e B (moto e carro),20,179,95,CACHORRO,"VIOLÃO, GUITARRA, BAIXO, BATERIA, ",15/09/1991,"Facebook, Instagram, Linkedin",0,Sim,sem uvas passas,50,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Site da UFPR,Não,Não,Não
12/03/2019 17:08:34,Mestrado Acadêmico,SA - Sociais Aplicadas,2017,UFPR,,,,,0,Não,0,3,Não,Excel,Não sei ainda,9,Trabalho com carteira assinada/Vínculo Formal,Feminino,1,Curitiba ou região metropolitana,Com o namorado(a)/noivo(a)/cônjuge,Carro/moto próprio,B (carro),20,162,55,Não,Não,26/08/1992,"Facebook, Instagram, Linkedin",3,Sim,tanto faz.,52,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Eu vi no site do SIGA e me interessei,Não,Não,Não
12/03/2019 17:09:28,Mestrado Acadêmico,SD - Saúde,2002,UFPR,Bolsista de (algum outro) projeto,,,,0,Não,1,0,Não,Excel,Certamente sim,10,Concursada/regime estatutário ,Feminino,0,Curitiba ou região metropolitana,Sozinho,Carro/moto próprio,B (carro),60,165,95,Cão,Não,31/07/1975,"Facebook, Instagram",0,Não tenho conta no NETFLIX,sem uvas passas,67,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Recebi e-mail do Programa de Pós-graduação do qual faço parte,Não,Não,Não
12/03/2019 17:09:35,Mestrado Acadêmico,TC - Tecnologia,2010,UNISOCIESC,"Iniciação científica, Monitoria",,,,0,CAPES,1,0,Não,Excel,Não sei ainda,6,Trabalho ocasional,Feminino,5,Curitiba ou região metropolitana,Com outros familiares,Bicicleta,Não,40,158,80,Gatos,Não,29/10/1971,"Facebook, Twitter, Instagram, Linkedin",5,Não tenho conta no NETFLIX,com uvas passas,43,Conseguir um emprego.,Eu vi no site do SIGA e me interessei,Não,Não,Não
12/03/2019 17:09:44,Mestrado Acadêmico,AG - Agrárias,2019,PUCPR,,,,,0,Não,1,1,Sim,Excel,Certamente sim,10,Não trabalho ,Feminino,2,Curitiba ou região metropolitana,Com os pais,Carro/moto próprio,B (carro),45,169,69,Cachorro; passarinho; gato ,Não,01/02/1997,Facebook,0,Não,com uvas passas,48,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Eu vi no site do SIGA e me interessei,Não,Não,Não
12/03/2019 17:09:52,Mestrado Acadêmico,AG - Agrárias,2019,PUCPR,,,,,0,Não,1,1,Sim,Excel,Certamente sim,10,Não trabalho ,Feminino,2,Curitiba ou região metropolitana,Com os pais,Carro/moto próprio,B (carro),45,169,69,Cachorro; passarinho; gato ,Não,01/02/1997,Facebook,0,Não,com uvas passas,48,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Eu vi no site do SIGA e me interessei,Não,Não,Não
12/03/2019 17:10:25,Doutorado,TC - Tecnologia,2017,UNIVERSIDADE ESTADUAL DE MARINGÁ ,"Iniciação científica, Empresa Júnior",2017,2019,UFPR,0,CAPES,1,1,Sim,Statistica,Certamente sim,10,Não trabalho,Feminino,3,Interior do Paraná,Com outros familiares,A pé,A e B (moto e carro),30,170,68,Não,Não,03/10/1993,"Facebook, Instagram, Linkedin",1,Não,sem uvas passas,39,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Eu vi no site do SIGA e me interessei,Não,Não,Não
12/03/2019 17:10:44,Mestrado Acadêmico,SL - Litoral,2017,UFPR,"Iniciação científica, Monitoria, Bolsista de (algum outro) projeto, Grupo de Estudos em SIG e Estágio (ICMBio-Matinhos)",2018,,UFPR,1,Não,1,1,Sim,Excel,Certamente sim,8,Trabalho ocasional,Masculino,3,Outro Estado,Com amigos,A pé,A e B (moto e carro),5,193,88,Não,Não,15/01/1987,"Facebook, Instagram",1,Não tenho conta no NETFLIX,tanto faz.,57,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Eu vi no site do SIGA e me interessei,Sim,Não,Não
12/03/2019 17:10:45,Doutorado,SD - Saúde,2012,UNIPAR,Não participei,2016,2018,UFPR,1,Não,0,1,Sim,"SPSS, Excel, STATA",Certamente sim,10,Trabalho ocasional,Feminino,1,Curitiba ou região metropolitana,Com o namorado(a)/noivo(a)/cônjuge,Carro/moto próprio,A e B (moto e carro),10,161,53,cachorro,Piano,28/05/1990,"Facebook, Google+, Instagram",1,Sim,sem uvas passas,50,Aumento salarial e oportunidades mais promissoras.,Eu vi no site do SIGA e me interessei,Não,Não,Não
12/03/2019 17:11:15,Mestrado Acadêmico,SD - Saúde,2013,UFPA,Bolsista de (algum outro) projeto,,,UFPR,0,CAPES,1,2,Sim,"SPSS, Bioestat",Certamente sim,10,Bolsista em tempo integral,Feminino,1,Outro Estado,"Pensão, quarto alugado ou algo similar",Transporte público,B (carro),20,165,63,Não,Não,24/03/1990,"Facebook, Instagram",10,Não,sem uvas passas,45,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Email da SuCom (Superintendência de Comunicação e Marketing),Não,Sim,Sim
12/03/2019 17:11:19,Doutorado,ED - Educação,1999,Universidade Estadual do Centro-Oeste/UNICENTRO,,2013,2015,Universidade Estadual do Centro-Oeste/UNICENTRO,1,Não,0,13,Não,Não usei,Não sei ainda,10,Trabalho com carteira assinada/Vínculo Formal,Feminino,3,Interior do Paraná,Com o namorado(a)/noivo(a)/cônjuge,Carro/moto próprio,A (moto),20,151,65,3 Cachorros ,Violão,21/07/1969,Instagram,0,Não,tanto faz.,45,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Eu vi no site do SIGA e me interessei,Não,Não,Não
12/03/2019 17:12:01,Doutorado,SA - Sociais Aplicadas,1990,FACULDADE DE DIREITO DE CURITIBA,"Iniciação científica, Monitoria",2007,2009,UFPR,3,Não,0,0,Não,0,Certamente sim,8,Trabalho com carteira assinada/Vínculo Formal,Feminino,1,Curitiba ou região metropolitana,Com o namorado(a)/noivo(a)/cônjuge,Carro/moto próprio,B (carro),45,170,75,CÃO,Não,10/12/1967,"Google+, Instagram, Outras",0,Sim,tanto faz.,42,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Pelo meu/minha orientador/orientadora,Não,Não,Não
12/03/2019 17:14:20,Doutorado,BL - Ciências Biológicas,2006,Universidade da Havana,,2016,2018,UFPR,0,CNPQ,1,6,Sim,"SPSS, Excel",Certamente sim,8,Bolsista em tempo integral,Masculino,1,Outro País,"Pensão, quarto alugado ou algo similar",A pé,Não,20,166,66,Não,Não,23/04/1982,"Facebook, Twitter, Linkedin, Outras",0,Não,tanto faz.,69,Conseguir um emprego.,Eu vi no site do SIGA e me interessei,Não,Não,Não
12/03/2019 17:14:44,Mestrado Acadêmico,SD - Saúde,2006,PUCPR,,2011,2013,UFPR,27,Não,1,1,Sim,"SPSS, Excel, PAST",Certamente sim,10,Trabalho ocasional,Feminino,2,Interior do Paraná,Com o namorado(a)/noivo(a)/cônjuge,Carro/moto próprio,B (carro),40,162,56,Não,Não,11/06/1984,"Facebook, Instagram",2,Não,sem uvas passas,40,Conseguir um emprego.,pelo grupo de discentes atualizado pela coordenação do curso de pós-graduação,Não,Não,Não
12/03/2019 17:17:19,Doutorado,SD - Saúde,2011,UFPR,"Iniciação científica, Monitoria, Bolsista de (algum outro) projeto",2012,2014,UFPR,3,CAPES,1,0,Sim,"Statistica, Excel",Certamente sim,10,Trabalho com carteira assinada/Vínculo Formal,Feminino,1,Interior do Paraná,Com o namorado(a)/noivo(a)/cônjuge,Carro/moto próprio,B (carro),30,163,65,Cachorro,Não,09/03/2019,"Facebook, Instagram, Linkedin",2,Sim,tanto faz.,53,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Eu vi no site do SIGA e me interessei,Não,Não,Não
12/03/2019 17:25:32,Mestrado Acadêmico,AG - Agrárias,2005,UFPR,"Iniciação científica, Bolsista de (algum outro) projeto, Empresa Júnior",2020,,UFPR,4,Não,2,0,Sim,Statistica,Certamente sim,10,Trabalho com carteira assinada/Vínculo Formal,Feminino,2,Curitiba ou região metropolitana,Com o namorado(a)/noivo(a)/cônjuge,Carro/moto próprio,B (carro),20,163,57,Não,Não,05/04/1981,"Facebook, Twitter, Google+, Instagram, Linkedin",10,Sim,com uvas passas,40,Aumento salarial e oportunidades mais promissoras.,Eu vi no site do SIGA e me interessei,Não,Não,Não
12/03/2019 17:28:41,Mestrado Acadêmico,SA - Sociais Aplicadas,2003,UFPR,Bolsista de (algum outro) projeto,,,,0,Não,2,0,Sim,Excel,Certamente sim,10,Autônomo,Masculino,2,Curitiba ou região metropolitana,Com o namorado(a)/noivo(a)/cônjuge,Carona com amigos,B (carro),30,173,84,Cachorro,Não,15/12/1977,"Facebook, Twitter, Instagram, Linkedin",10,Não tenho conta no NETFLIX,sem uvas passas,45,Aumento salarial e oportunidades mais promissoras.,Eu vi no site do SIGA e me interessei,Não,Não,Não
12/03/2019 17:29:06,Mestrado Acadêmico,TC - Tecnologia,2018,CENTRO UNIVERSITARIO CLARETIANO,,2019,2020,UFPR,0,Não,1,0,Sim,"Statistica, Excel",Certamente sim,10,Trabalho com carteira assinada/Vínculo Formal,Masculino,5,Curitiba ou região metropolitana,Com o namorado(a)/noivo(a)/cônjuge,Carro/moto próprio,B (carro),10,174,78,DOIS,Não,23/11/1969,Facebook,0,Sim,com uvas passas,45,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Site da UFPR,Sim,Não,Não
